return,volatility,sharpe_ratio,growth_weight
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08307868955030516,0.07642823841957136,0.8253322443992414,0.7100000000000001
0.08312385354723058,0.07642828709450893,0.8259226517686248,0.71
0.08334367679832853,0.07642962603880786,0.82878433509756,0.71
0.08356350004841669,0.07643279330104817,0.8316260246836353,0.7100000000000001
0.08378332329618352,0.07643778865389585,0.8344475215654035,0.71
0.08400314653601768,0.07644461173872003,0.8372486311366715,0.7099999999999997
0.08422296978609839,0.07645326206676499,0.8400291635694216,0.7100000000000001
0.08444279303435566,0.07646373901751385,0.8427889331908707,0.7100000000000003
0.08466261628252453,0.07647604184030264,0.8455277591059573,0.7100000000000002
0.0848824395275093,0.0764901696538873,0.8482454650198559,0.71
0.08510226277895967,0.07650612144790651,0.8509418795107552,0.71
0.08532208602725502,0.07652389608104969,0.8536168356884187,0.71
0.08554190927547109,0.07654349228364729,0.8562701716377451,0.7099999999999999
0.08576173252358196,0.07656490865704442,0.8589017302710711,0.7100000000000001
0.08598155579863742,0.07660872454095015,0.8612799154927566,0.71
0.08620137900532138,0.07674055180937148,0.8626648811409371,0.71
0.08642120225479624,0.07687760092459169,0.863986407691728,0.7100514459068887
0.0866410255037735,0.07715926476109185,0.8636814478483438,0.7130330755203154
0.08686084875279018,0.07744192034694677,0.8633676496301688,0.7160147051342767
0.08708067201539654,0.07772555687992995,0.8630452415930892,0.7189963349325648
0.08730049525054026,0.0780101636073191,0.8627144482007721,0.7219779643583568
0.087520318512537,0.0782957300190102,0.8623754896485806,0.7249595941483764
0.08774014174577971,0.07858224558071078,0.8620285822222362,0.7279412235483833
0.08795996500609925,0.07886970002063687,0.8616739380055585,0.730922853315654
0.08817978824401876,0.07915808304618704,0.8613117652714923,0.7339044827790959
0.08839961150183087,0.0794473846005963,0.8609422682155541,0.7368861125123565
0.08861943474179124,0.07973759463675265,0.8605656472883265,0.7398677420034798
0.08883925799780912,0.08002870331580729,0.8601820989921246,0.742849371712404
0.0890590812451981,0.08032070083441187,0.8597918161542117,0.7458310013042873
0.08927890449235262,0.08061357754490837,0.8593949878202414,0.7488126308929908
0.08949872773922954,0.08216594020369285,0.8458337793852203,0.75
