Asset,Weight,Weight_Pct
Australian Fixed Income [D],0.2586603813727115,25.866038137271154
Int'l Listed Equity (Hedged) [G],0.22,22.0
Australian Listed Equity [G],0.19,19.0
Int'l Listed Infrastructure [G],0.1,10.0
Int'l Fixed Income (Hedged) [D],0.09133961862728858,9.133961862728858
Australian Listed Property [G],0.06,6.0
Int'l Listed Property [G],0.04000000000000001,4.000000000000001
Int'l Listed Equity (Unhedged) [G],0.039999999999999994,3.9999999999999996
