return,net_return,volatility,sharpe_ratio,growth_weight,weighted_fee
0.04787235180889217,0.04692129485042339,0.029808371925174885,0.935051128550646,0.2225355990429911,0.0009510569584687856
0.04797443831708886,0.04701828614567064,0.02980910223062425,0.9384528960536573,0.22572010713639004,0.0009561521714182242
0.048076524816821814,0.0471153468087952,0.02981115853189664,0.941812603048659,0.22886125501663346,0.0009611780080266136
0.048178611314671355,0.04721399222876347,0.029825065794337354,0.9447962834007025,0.23101192869242754,0.0009646190859078841
0.04828069781534426,0.04731097886295947,0.0298287691102133,0.9481014020676106,0.23419934524049302,0.0009697189523847888
0.04838278431635732,0.047407965677113806,0.029833824942504118,0.951362568194214,0.23738664952719707,0.0009748186392435153
0.04848487081668955,0.047504952666031,0.02984023222135118,0.9545793948717379,0.2405738441615931,0.0009799181506585488
0.04858695730478459,0.04760193981450931,0.02984798970448778,0.9577515131776669,0.24376093142205077,0.000985017490275281
0.04868904381184058,0.047697710783043246,0.029850890591246824,0.9610783210686876,0.24770814299833696,0.000991333028797339
0.04879113031193513,0.04779591375562648,0.02986754102053926,0.9639605179460906,0.25013534769290796,0.0009952165563086527
0.048893216809842106,0.04789290143574305,0.029879340816797557,0.9669964604305771,0.253322108811912,0.001000315374099059
0.048995303313176655,0.04798988928333064,0.02989248417790285,0.9699864066369763,0.25650876865375927,0.0010054140298460148
0.04909738981121849,0.04808687728449665,0.02990696900549913,0.9729300821446741,0.2596953292011542,0.0010105125267218466
0.04919947631120464,0.048183865442465466,0.029922793037086448,0.9758272322712211,0.2628817929619813,0.00101561086873917
0.049301562815037794,0.04828085375567615,0.02993995384579873,0.9786776214135507,0.26606816210102463,0.0010207090593616394
0.049403649315657897,0.04837784221394994,0.0299584488377144,0.9814810331114984,0.26925443856747483,0.0010258071017079599
0.049505735816277846,0.048474830817093494,0.029978275258768314,0.9842372705430324,0.2724406244902215,0.0010309049991843544
0.04960782231104536,0.04857181955634685,0.029999430191447626,0.9869461560468602,0.2756267216865655,0.0010360027546985047
0.04970990881102677,0.048668808439181505,0.0300219105622009,0.9896075317882349,0.27881273240329285,0.0010411003718452684
0.04981199531101227,0.04876579745800203,0.030045713136826836,0.9922212588281654,0.28199865813140046,0.0010461978530102408
0.049914081818708975,0.048862786618534874,0.03007083452948153,0.9947872178067132,0.285184500108814,0.0010512952001741024
0.05001616831946337,0.04895977590226541,0.030097271183789288,0.9973053083839176,0.2883702607487265,0.0010563924171979623
0.050118254820092786,0.04905676531214475,0.030125019401632525,0.9997754497200632,0.2915559424675241,0.0010614895079480385
0.050220341315906636,0.04915375474795154,0.030154075230105812,1.0021975830893552,0.2947416049719339,0.0010665865679550942
0.050322427816067626,0.049250744471340334,0.03018443497368004,1.0045716556399984,0.29792709045455945,0.0010716833447272952
0.05042451431594648,0.049347734319511075,0.03021609421082502,1.0068976520812805,0.30111249777212773,0.0010767799964354042
0.050526600816737044,0.04944472436312367,0.030249048596642625,1.0091755685871464,0.30429778350835907,0.0010818764536133746
0.050628687316965945,0.04954171455190611,0.0302832936217632,1.0114054204115541,0.3074829781623968,0.001086972765059835
0.050730773817951186,0.04963870489078605,0.030318824652219495,1.0135872406155935,0.31066807947821107,0.0010920689271651375
0.050832860316931475,0.04973569537603034,0.030355636913910976,1.0157210802189363,0.31385308806320744,0.001097164940901132
0.05093494681781989,0.04983268601016381,0.030393725499182192,1.0178070081817465,0.3170380047850514,0.0011022608076560823
0.05103703331903685,0.049929676790620506,0.030433085364837856,1.0198451109034377,0.32022283026021325,0.0011073565284163412
0.051139119817289094,0.05002666771304552,0.030473711337073647,1.021835492003428,0.3234075651522317,0.0011124521042435705
0.05124120631993907,0.05012365878354548,0.030515598117630896,1.023778272328503,0.32659221024599666,0.0011175475363935947
0.051343292818955735,0.050220649993241974,0.030558740279003047,1.0256735890547082,0.3297767660710995,0.0011226428257137594
0.051445379319239176,0.05031764134576111,0.03060313227671366,1.0275215959892572,0.33296123342379,0.0011277379734780642
0.05154746581971079,0.05041463342383222,0.030648764736539866,1.0293225874157168,0.336145247424108,0.0011328323958785728
0.05164955231997099,0.05051162517241777,0.030695638173090845,1.0310765373731956,0.33932946722076035,0.0011379271475532163
0.051751638820252216,0.05060861707116004,0.03074374389613559,1.0327837405724458,0.3425135931826131,0.001143021749092181
0.051853725321138376,0.05070560911971176,0.03079307588595893,1.0344444133839545,0.3456976258916346,0.0011481162014266154
0.05195581182081438,0.050802601315527114,0.030843628015311857,1.0360587867597932,0.3488815658045389,0.0011532105052872621
0.052057898321095315,0.0508995936593764,0.0308953940573395,1.037627105891522,0.3520654135743234,0.0011583046617189175
0.052159984821347524,0.05099658609238772,0.03094836823556551,1.0391496112673764,0.35524920559987605,0.0011633987289598018
0.05226207132285651,0.05109357916150637,0.031002538677542893,1.0406267582927322,0.3584326008438389,0.0011684921613501424
0.05236415782192604,0.05119057176580285,0.031057909784569796,1.0420584658277687,0.36161628507699684,0.001173586056123195
0.05246624432432963,0.05128756409359989,0.031114473862314494,1.0434450689411265,0.3648001442060865,0.0011786802307297384
0.0525683308250487,0.05138455636033848,0.031172222292104344,1.0447869426780645,0.3679840404438869,0.0011837744647102187
0.0526704173226556,0.05148154912149516,0.031231141779540658,1.046084627749915,0.3711676257252725,0.001188868201160436
0.05277250382308359,0.051578542732613586,0.031291220436338085,1.047338626173408,0.374350681543753,0.0011939610904700049
0.05287459032284616,0.05167719797702352,0.03134143289052179,1.0489179112416402,0.37649521613914894,0.0011973923458226381
