return,volatility,sharpe_ratio,growth_weight
0.0830727891547838,0.07642823776082165,0.8252550497391676,0.71
0.083123853531893,0.07642828709447928,0.8259226515682657,0.7099999999999999
0.08290403028389945,0.07642877656433832,0.8230411778336706,0.71
0.08334367680131427,0.07642962603883847,0.8287843351362932,0.7100000000000001
0.08268420703592197,0.07643109441306781,0.8201401212070638,0.7100000000000001
0.08356350004111746,0.07643279330091265,0.8316260245896111,0.71
0.08378332328852739,0.07643778865369003,0.8344475214674889,0.71
0.08246438380514573,0.0764407513422043,0.8171607775741214,0.7100000000000001
0.08400314653768096,0.07644461173877858,0.8372486311577882,0.71
0.08422296978581142,0.07645326206675249,0.8400291635658056,0.71
0.08444279303225974,0.07646373901740523,0.8427889331646573,0.7100000000000001
0.08466261628227054,0.07647604184028738,0.8455277591028049,0.71
0.0848824395304934,0.07649016965409147,0.8482454650566045,0.7099999999999999
0.08510226277591654,0.07650612144767305,0.8509418794735756,0.71
0.08532208602681832,0.07652389608101258,0.8536168356831259,0.7100000000000001
0.08224456055009463,0.07652699440388666,0.8133673749368281,0.7100000000000001
0.08554190927170122,0.07654349228329563,0.8562701715924277,0.7100000000000001
0.08576173252680833,0.0765649086573721,0.8589017303095341,0.71
0.08598155577719793,0.07660872452822583,0.8612799153559538,0.7100000000000002
0.08202473730949075,0.07661509984526284,0.8095628333678375,0.7099999999999999
0.081804914057618,0.07670506125904555,0.8057475353404996,0.71
0.08620137902646291,0.07674055182218077,0.8626648812724375,0.71
0.08158509080653192,0.07679687211807878,0.8019218635863445,0.71
0.08642120225551919,0.07687760092551635,0.8639864076907401,0.7100514459166944
0.08136526756116699,0.07689052579524837,0.7980862001721309,0.7099999999999999
0.08114544431297635,0.07698601556877235,0.7942409262413967,0.7100000000000002
0.08092562106427073,0.0770833346141008,0.7903864222958207,0.7100000000000001
0.08664102552038343,0.07715926478241206,0.8636814478249643,0.7130330757456083
0.08070579781680334,0.0771824760108874,0.7865230678559748,0.7100000000000001
0.08048597456834643,0.07728343274683833,0.7826512412625837,0.71
0.08026615132022077,0.07738619771657415,0.7787713196731114,0.7100000000000001
0.08686084875321057,0.07744192034748826,0.8633676496295604,0.7160147051399787
0.08004632807248133,0.07749076372605077,0.7748836788441021,0.71
0.07982650481206183,0.07759712350065986,0.7709886927903078,0.71
0.07960668158383055,0.07770526965278485,0.767086734917396,0.7100000000000001
0.08708067201565972,0.07772555688027011,0.8630452415926981,0.7189963349361345
0.07938685833579018,0.0778151947597646,0.7631781751511718,0.7099999999999999
0.07916703508389708,0.07795219266013047,0.7590169444221256,0.71
0.08730049525123068,0.07801016360821451,0.8627144481997202,0.7219779643677215
0.0789472118319236,0.07827950906992316,0.7530350219655697,0.71
0.08752031852295239,0.07829573003256313,0.8623754896323305,0.7249595942896482
0.08774014175012716,0.07858224558638655,0.8620285822152981,0.7279412236073514
0.08795996500325089,0.07886970001690614,0.8616739380102029,0.7309228532770196
0.07872738858323838,0.07909575317164194,0.7424847255173974,0.7100000000004394
0.08817978824952126,0.07915808305341723,0.8613117652623342,0.7339044828537304
0.08839961149888921,0.07944738459671878,0.8609422682205469,0.7368861124724563
0.08861943475706513,0.07973759465694853,0.860565647261915,0.7398677422106514
0.08883925799157866,0.08002870330754375,0.8601820990030917,0.7428493716278955
0.08905908124436548,0.08032070083330424,0.8597918161557022,0.7458310012929941
0.08927890449183716,0.08061357754422062,0.8593949878211791,0.7488126308859993
0.08949872773916245,0.0821659402037766,0.8458337793835417,0.7499999999992399
0.08949872773924154,0.08216594020384356,0.8458337793838149,0.75
