Asset,Weight,Weight_Pct
Int'l Listed Equity (Unhedged) [G],0.3734887304883721,37.34887304883721
Cash [D],0.3600000000000001,36.00000000000001
Int'l Listed Infrastructure [G],0.23556319048420396,23.556319048420395
Australian Listed Equity [G],0.03094807902742608,3.094807902742608
