Asset,Weight,Weight_Pct
Australian Fixed Income [D],0.2585750930801741,25.857509308017413
Int'l Listed Equity (Hedged) [G],0.22,22.0
Australian Listed Equity [G],0.18999999999999997,18.999999999999996
Int'l Listed Infrastructure [G],0.1,10.0
Int'l Fixed Income (Hedged) [D],0.09142490691982588,9.142490691982589
Australian Listed Property [G],0.06,6.0
Int'l Listed Equity (Unhedged) [G],0.04000000000000002,4.000000000000002
Int'l Listed Property [G],0.04000000000000002,4.000000000000002
