Profile,Growth %,Defensive %,Expected Return,Volatility,Sharpe Ratio,Exponential Utility,Downside Volatility,Sortino Ratio
Defensive,30.0,70.0,0.055939999996900955,0.03645651189915483,0.9858321085768533,-0.9455958699434847,0.025778646782300442,1.3941771381722516
Balanced,71.0,29.000000000000004,0.08178625443073956,0.07507474067359976,0.8229965748315513,-0.9214688975422569,0.05308585822612391,1.1638929179133835
Aggressive,90.0,9.999999999999998,0.0925019133056619,0.0865088097865383,0.8380870513021897,-0.9116474667025334,0.0611709660324384,1.1852340744008327
