Asset,Weight,Weight_Pct
Int'l Listed Infrastructure [G],0.39999999999999997,40.0
Cash [D],0.34975092737952074,34.975092737952075
Int'l Listed Property [G],0.23640144629130175,23.640144629130173
Australian Fixed Income [D],0.01024907262047947,1.024907262047947
Australian Listed Equity [G],0.0035985537086980716,0.3598553708698072
